No         Predictions            Accuracy [%]
1605       (1 0 2 3 1 2 1)              98.307
1606       (1 0 3 1 2 1 2)              98.308
1607       (1 0 1 2 1 1 1)              98.309
1608       (1 0 2 3 1 1 1)              98.310
1609       (1 0 3 1 2 1 2)              98.311
1610       (1 0 2 3 2 1 2)              98.312
1611       (1 0 2 3 2 1 2)              98.314
1612       (1 0 3 1 1 1 1)              98.306
1613       (1 0 2 3 1 2 1)              98.307
1614       (1 0 2 3 2 1 1)              98.308
1615       (1 0 1 2 1 1 1)              98.309
1616       (1 0 2 3 2 1 2)              98.310
1617       (1 0 3 1 2 1 1)              98.311
1618       (1 0 1 2 1 1 1)              98.312
1619       (1 0 1 2 1 1 1)              98.313
1620       (1 0 2 3 2 1 2)              98.314
1621       (1 0 3 1 2 1 2)              98.306
1622       (1 0 3 1 2 1 2)              98.307
1623       (1 0 2 3 2 1 1)              98.308
1624       (1 0 2 3 2 1 2)              98.309
1625       (1 0 3 1 2 1 2)              98.310
1626       (1 0 1 2 1 1 1)              98.312
1627       (1 0 3 1 2 1 2)              98.313
1628       (1 0 2 3 2 1 2)              98.314
1629       (1 0 1 2 1 2 1)              98.306
1630       (1 0 2 3 2 1 1)              98.307
1631       (1 0 0 0 2 2 1)              98.308
1632       (1 0 2 3 2 1 2)              98.309
1633       (1 0 2 3 2 1 2)              98.310
1634       (1 0 2 3 2 1 2)              98.311
1635       (1 0 3 1 2 1 2)              98.312
1636       (1 0 2 3 2 1 2)              98.313
1637       (1 0 2 3 2 1 2)              98.314
1638       (1 0 2 3 2 1 2)              98.315
1639       (1 0 2 3 2 1 1)              98.316
1640       (1 0 1 2 0 0 1)              98.317
1641       (1 0 2 3 2 1 2)              98.318
1642       (1 0 2 3 2 1 2)              98.319
1643       (1 0 2 3 1 1 1)              98.320
1644       (1 0 2 3 2 1 1)              98.313
1645       (1 0 2 3 1 2 1)              98.314
1646       (1 0 1 2 1 1 1)              98.315
1647       (1 0 2 3 2 1 2)              98.316
1648       (1 0 2 3 2 1 2)              98.317
1649       (1 0 1 2 1 1 1)              98.318
1650       (1 0 1 2 1 1 1)              98.319
1651       (1 0 2 3 2 1 2)              98.311
1652       (1 0 2 3 2 1 2)              98.312
1653       (1 0 2 3 2 1 2)              98.313
1654       (1 0 2 3 2 1 2)              98.314
1655       (1 0 2 3 2 1 2)              98.315
1656       (1 0 2 3 2 1 2)              98.316
1657       (1 0 1 2 1 2 1)              98.317
1658       (1 0 2 3 1 1 1)              98.318
1659       (1 0 1 2 1 1 1)              98.319
1660       (1 0 3 1 2 1 2)              98.320
1661       (1 0 1 2 1 1 1)              98.321
1662       (1 0 3 1 2 1 2)              98.322
1663       (1 0 3 1 2 1 1)              98.315
1664       (1 0 1 2 1 2 1)              98.316
1665       (1 0 0 0 2 2 1)              98.317
1666       (1 0 3 1 2 1 2)              98.318
1667       (1 0 1 2 1 1 1)              98.319
1668       (1 0 3 1 2 1 2)              98.320
1669       (1 0 1 2 1 1 1)              98.321
1670       (1 0 1 2 1 1 1)              98.322
1671       (1 0 1 2 1 1 1)              98.323
1672       (1 0 2 3 1 2 1)              98.324
1673       (1 0 3 1 2 1 2)              98.325
1674       (1 0 1 2 1 1 1)              98.326
1675       (1 0 3 1 2 1 2)              98.327
1676       (1 0 2 3 2 1 1)              98.328
1677       (1 0 1 2 1 1 1)              98.329
1678       (1 0 1 2 1 1 1)              98.330
1679       (1 0 2 3 2 1 1)              98.331
1680       (1 0 1 2 1 1 1)              98.332
1681       (1 0 3 1 2 1 2)              98.333
1682       (1 0 2 3 2 1 2)              98.334
1683       (1 0 1 2 1 1 1)              98.335
1684       (1 0 0 0 1 2 0)              98.336
1685       (1 0 1 2 1 1 1)              98.337
1686       (1 0 1 2 1 2 1)              98.338
1687       (1 0 2 3 2 1 2)              98.339
1688       (1 0 2 3 2 1 2)              98.340
1689       (1 0 2 3 2 1 1)              98.332
1690       (1 0 2 3 2 1 2)              98.333
1691       (1 0 2 3 2 1 2)              98.334
1692       (1 0 1 2 1 1 1)              98.335
1693       (1 0 3 1 2 1 1)              98.336
1694       (1 0 1 2 1 2 0)              98.337
1695       (1 0 3 1 2 1 2)              98.330
1696       (1 0 1 2 1 1 1)              98.331
1697       (1 0 1 2 1 1 1)              98.332
1698       (1 0 1 2 1 1 1)              98.333
1699       (1 0 0 0 1 2 0)              98.334
1700       (1 0 1 2 1 1 1)              98.335
1701       (1 0 2 3 2 1 2)              98.336
1702       (1 0 2 3 2 1 2)              98.337
1703       (1 0 2 3 2 2 1)              98.338
1704       (1 0 2 3 1 1 1)              98.339
1705       (1 0 2 3 2 1 2)              98.340
1706       (1 0 2 3 2 1 2)              98.341
1707       (1 0 1 2 1 2 1)              98.342
1708       (1 0 3 1 2 1 2)              98.343
1709       (1 0 2 3 2 1 2)              98.344
1710       (1 0 3 1 2 1 2)              98.345
1711       (1 0 1 2 1 1 1)              98.346
1712       (1 0 3 1 2 1 2)              98.346
1713       (1 0 3 1 2 1 1)              98.347
1714       (1 0 2 3 2 1 1)              98.348
1715       (1 0 2 3 2 1 2)              98.349
1716       (1 0 0 0 2 2 1)              98.350
1717       (1 0 2 3 2 1 2)              98.351
1718       (1 0 1 2 1 2 0)              98.352
1719       (1 0 1 2 0 0 1)              98.353
1720       (1 0 2 3 2 1 2)              98.354
1721       (1 0 2 3 2 1 1)              98.347
1722       (1 0 3 1 2 1 2)              98.348
1723       (1 0 1 2 1 1 1)              98.349
1724       (1 0 2 3 1 1 1)              98.333
1725       (1 0 2 3 2 1 2)              98.334
1726       (1 0 2 3 2 1 2)              98.335
1727       (1 0 2 3 1 1 1)              98.336
1728       (1 0 0 0 1 2 0)              98.337
1729       (1 0 0 0 1 2 0)              98.338
1730       (1 0 3 1 2 1 2)              98.339
1731       (1 0 2 3 2 1 2)              98.340
1732       (1 0 1 2 1 1 1)              98.341
1733       (1 0 3 1 1 1 1)              98.342
1734       (1 0 3 1 2 1 2)              98.343
1735       (1 0 1 2 1 1 1)              98.344
1736       (1 0 3 1 2 1 1)              98.345
1737       (1 0 2 3 1 1 1)              98.329
1738       (1 0 2 3 2 1 2)              98.330
1739       (1 0 3 1 2 1 2)              98.331
1740       (1 0 3 1 2 1 2)              98.324
1741       (1 0 3 1 0 1 1)              98.325
1742       (1 0 3 1 2 1 2)              98.326
1743       (1 0 3 1 2 1 2)              98.327
1744       (1 0 3 1 1 1 1)              98.328
1745       (1 0 3 1 2 1 2)              98.329
1746       (1 0 1 2 1 1 1)              98.329
1747       (1 0 2 3 1 1 1)              98.330
1748       (1 0 1 2 1 1 1)              98.331
1749       (1 0 2 3 2 1 2)              98.332
1750       (1 0 3 1 2 1 2)              98.333
1751       (1 0 2 3 2 1 2)              98.334
1752       (1 0 2 3 2 1 1)              98.327
1753       (1 0 3 1 2 1 2)              98.328
1754       (1 0 1 2 0 0 1)              98.329
1755       (1 0 1 2 0 0 1)              98.330
1756       (1 0 1 2 1 1 1)              98.331
1757       (1 0 2 3 2 1 1)              98.332
1758       (1 0 2 3 2 1 1)              98.325
1759       (1 0 3 1 2 1 2)              98.326
1760       (1 0 1 2 1 1 1)              98.327
1761       (1 0 2 3 2 1 2)              98.327
1762       (1 0 2 3 2 1 2)              98.328
1763       (1 0 2 3 2 1 2)              98.329
1764       (1 0 2 3 2 1 2)              98.330
1765       (1 0 3 1 2 1 1)              98.331
1766       (1 0 1 2 1 1 1)              98.332
1767       (1 0 2 3 2 1 2)              98.333
1768       (1 0 2 3 2 1 2)              98.334
1769       (1 0 2 3 2 1 2)              98.335
1770       (1 0 2 3 2 1 2)              98.336
1771       (1 0 2 3 2 1 2)              98.337
1772       (1 0 3 1 2 1 2)              98.338
1773       (1 0 3 1 2 1 2)              98.339
1774       (1 0 2 3 2 1 2)              98.340
1775       (1 0 1 2 1 1 1)              98.341
1776       (1 0 2 3 1 1 1)              98.342
1777       (1 0 1 2 1 1 1)              98.343
1778       (1 0 2 3 2 2 1)              98.344
1779       (1 0 2 3 2 1 2)              98.345
1780       (1 0 2 3 2 1 2)              98.337
1781       (1 0 1 2 1 1 1)              98.338
1782       (1 0 1 2 1 2 1)              98.339
1783       (1 0 3 1 2 1 2)              98.340
1784       (1 0 3 1 2 1 2)              98.341
1785       (1 0 3 1 1 1 1)              98.342
1786       (1 0 2 3 2 1 2)              98.343
1787       (1 0 3 1 2 1 2)              98.344
1788       (1 0 3 1 2 1 2)              98.337
1789       (1 0 2 3 2 1 2)              98.338
1790       (1 0 2 3 2 1 2)              98.339
1791       (1 0 1 2 1 1 1)              98.340
1792       (1 0 2 3 2 1 2)              98.341
1793       (1 0 3 1 2 1 2)              98.341
1794       (1 0 0 0 1 2 0)              98.342
1795       (1 0 2 3 2 1 2)              98.343
1796       (1 0 2 3 2 1 2)              98.344
1797       (1 0 3 1 2 1 2)              98.337
1798       (1 0 3 1 2 1 2)              98.330
1799       (1 0 2 3 2 1 2)              98.331
1800       (1 0 1 2 1 1 1)              98.332
1801       (1 0 2 3 2 1 2)              98.333
1802       (1 0 2 3 2 1 2)              98.334
1803       (1 0 3 1 2 1 2)              98.335
1804       (1 0 3 1 2 1 2)              98.336
1805       (1 0 1 2 2 2 1)              98.337
1806       (1 0 3 1 2 1 1)              98.338
1807       (1 0 1 2 1 1 1)              98.339
1808       (1 0 2 3 2 1 2)              98.339
1809       (1 0 2 3 1 2 1)              98.340
1810       (1 0 0 0 1 0 1)              98.341
1811       (1 0 2 3 2 1 2)              98.342
1812       (1 0 2 3 2 1 1)              98.335
1813       (1 0 3 1 2 1 2)              98.336
1814       (1 0 3 1 2 1 1)              98.337
1815       (1 0 0 0 1 2 0)              98.338
1816       (1 0 2 3 2 1 2)              98.323
1817       (1 0 0 0 1 2 0)              98.324
1818       (1 0 2 3 2 1 2)              98.325
1819       (1 0 3 1 2 1 2)              98.326
1820       (1 0 2 3 1 2 1)              98.327
1821       (1 0 1 2 1 1 1)              98.328
1822       (1 0 1 2 1 1 1)              98.329
1823       (1 0 2 3 2 1 2)              98.330
1824       (1 0 1 2 1 1 1)              98.330
1825       (1 0 2 3 1 1 1)              98.331
1826       (1 0 3 1 2 1 2)              98.332
1827       (1 0 1 2 1 1 1)              98.333
1828       (1 0 1 2 1 1 1)              98.334
1829       (1 0 2 3 2 1 1)              98.335
1830       (1 0 2 3 2 1 2)              98.336
1831       (1 0 2 3 2 1 2)              98.337
1832       (1 0 3 1 2 1 2)              98.338
1833       (1 0 0 0 2 2 1)              98.339
1834       (1 0 3 1 2 1 2)              98.340
1835       (1 0 2 3 2 1 2)              98.341
1836       (1 0 1 2 1 1 1)              98.341
1837       (1 0 3 1 2 1 1)              98.342
1838       (1 0 2 3 1 2 1)              98.343
1839       (1 0 2 3 2 1 2)              98.344
1840       (1 0 2 3 2 1 2)              98.345
1841       (1 0 1 2 1 1 1)              98.346
1842       (1 0 3 1 2 1 1)              98.347
1843       (1 0 2 3 2 1 2)              98.348
1844       (1 0 2 3 2 1 2)              98.349
1845       (1 0 2 3 2 1 2)              98.350
1846       (1 0 1 2 1 1 1)              98.350
1847       (1 0 1 2 1 1 1)              98.351
1848       (1 0 2 3 2 1 2)              98.352
1849       (1 0 0 0 2 2 1)              98.353
1850       (1 0 2 3 2 1 2)              98.354
1851       (1 0 2 3 2 1 1)              98.355
1852       (1 0 2 3 2 1 2)              98.356
1853       (1 0 1 2 1 2 1)              98.349
1854       (1 0 1 2 0 0 1)              98.350
1855       (1 0 2 3 2 1 2)              98.351
1856       (1 0 2 3 2 1 1)              98.352
1857       (1 0 3 1 2 1 2)              98.353
1858       (1 0 3 1 2 1 2)              98.353
1859       (1 0 2 3 2 1 2)              98.354
1860       (1 0 3 1 2 1 2)              98.347
1861       (1 0 2 3 2 1 2)              98.348
1862       (1 0 0 0 1 2 0)              98.349
1863       (1 0 2 3 2 1 2)              98.350
1864       (1 0 3 1 2 1 2)              98.351
1865       (1 0 2 3 1 2 1)              98.352
1866       (1 0 3 1 2 1 1)              98.353
1867       (1 0 1 2 1 1 1)              98.354
1868       (1 0 2 3 2 1 2)              98.355
1869       (1 0 3 1 2 1 1)              98.355
1870       (1 0 2 3 2 1 2)              98.356
1871       (1 0 3 1 2 1 2)              98.357
1872       (1 0 3 1 2 1 2)              98.358
1873       (1 0 0 0 1 2 0)              98.359
1874       (1 0 3 1 2 1 1)              98.360
1875       (1 0 2 3 1 1 1)              98.353
1876       (1 0 2 3 2 1 2)              98.354
1877       (1 0 2 3 2 1 2)              98.355
1878       (1 0 2 3 1 2 1)              98.356
1879       (1 0 2 3 2 1 2)              98.357
1880       (1 0 3 1 2 1 2)              98.358
1881       (1 0 1 2 1 1 1)              98.358
1882       (1 0 2 3 1 2 1)              98.359
1883       (1 0 2 3 1 1 1)              98.360
1884       (1 0 2 3 2 1 2)              98.361
1885       (1 0 2 3 2 1 2)              98.362
1886       (1 0 1 2 1 1 1)              98.363
1887       (1 0 2 3 2 2 1)              98.364
1888       (1 0 3 1 2 1 2)              98.365
1889       (1 0 1 2 1 1 1)              98.365
1890       (1 0 2 3 2 1 1)              98.366
1891       (1 0 1 2 1 1 1)              98.367
1892       (1 0 2 3 2 1 1)              98.368
1893       (1 0 3 1 2 1 2)              98.369
1894       (1 0 0 0 1 2 1)              98.362
1895       (1 0 2 3 1 2 1)              98.363
1896       (1 0 3 1 2 1 2)              98.364
1897       (1 0 1 2 0 0 1)              98.365
1898       (1 0 1 2 1 1 1)              98.366
1899       (1 0 2 3 2 1 1)              98.366
1900       (1 0 1 2 1 1 1)              98.367
1901       (1 0 2 3 2 1 1)              98.368
1902       (1 0 3 1 2 1 2)              98.369
1903       (1 0 0 0 1 2 1)              98.370
1904       (1 0 2 3 2 1 2)              98.371
1905       (1 0 3 1 2 1 2)              98.372
1906       (1 0 2 3 2 1 1)              98.373
1907       (1 0 3 1 1 1 1)              98.373
1908       (1 0 1 2 1 1 1)              98.374
1909       (1 0 1 2 1 1 1)              98.375
1910       (1 0 2 3 2 1 2)              98.376
1911       (1 0 2 3 2 1 2)              98.377
1912       (1 0 1 2 1 1 1)              98.378
1913       (1 0 1 2 1 1 1)              98.379
1914       (1 0 2 3 1 2 1)              98.379
1915       (1 0 1 2 1 2 1)              98.380
1916       (1 0 2 3 2 1 1)              98.381
1917       (1 0 2 3 2 1 2)              98.382
1918       (1 0 1 2 1 1 1)              98.383
1919       (1 0 3 1 2 1 2)              98.384
1920       (1 0 2 3 2 1 1)              98.384
1921       (1 0 3 1 2 1 2)              98.385
1922       (1 0 2 3 2 1 2)              98.386
1923       (1 0 3 1 2 1 2)              98.380
1924       (1 0 1 2 1 1 1)              98.380
1925       (1 0 1 2 1 1 1)              98.381
1926       (1 0 1 2 1 1 1)              98.382
1927       (1 0 1 2 1 1 1)              98.383
1928       (1 0 3 1 2 1 2)              98.384
1929       (1 0 1 2 1 1 1)              98.385
1930       (1 0 2 3 2 1 2)              98.385
1931       (1 0 2 3 1 1 1)              98.386
1932       (1 0 2 3 2 1 2)              98.387
1933       (1 0 2 3 1 2 1)              98.388
1934       (1 0 2 3 2 1 2)              98.389
1935       (1 0 2 3 2 1 1)              98.390
1936       (1 0 3 1 1 1 1)              98.390
1937       (1 0 0 0 2 2 1)              98.391
1938       (1 0 2 3 2 1 2)              98.392
1939       (1 0 3 1 2 1 2)              98.393
1940       (1 0 2 3 2 1 2)              98.394
1941       (1 0 1 2 1 1 1)              98.387
1942       (1 0 1 2 1 1 1)              98.388
1943       (1 0 1 2 1 1 1)              98.389
1944       (1 0 3 1 2 1 2)              98.390
1945       (1 0 3 1 2 1 2)              98.383
1946       (1 0 1 2 1 1 1)              98.384
1947       (1 0 2 3 2 1 2)              98.385
1948       (1 0 2 3 2 1 2)              98.386
1949       (1 0 2 3 1 2 1)              98.387
1950       (1 0 3 1 1 1 1)              98.373
1951       (1 0 1 2 1 2 1)              98.373
1952       (1 0 1 2 1 1 1)              98.374
1953       (1 0 2 3 2 1 2)              98.375
1954       (1 0 2 3 2 1 2)              98.376
