No         Predictions            Accuracy [%]
3411       (1 0 2 3 2 1 2)              98.465
3412       (1 0 2 3 2 1 2)              98.465
3413       (1 0 3 1 2 1 2)              98.465
3414       (1 0 2 3 2 1 2)              98.466
3415       (1 0 1 2 1 1 1)              98.466
3416       (1 0 2 3 2 1 2)              98.467
3417       (1 0 1 2 1 1 1)              98.467
3418       (1 0 2 3 2 1 2)              98.468
3419       (1 0 2 3 2 1 2)              98.468
3420       (1 0 2 3 2 1 2)              98.469
3421       (1 0 2 3 2 1 2)              98.469
3422       (1 0 2 3 1 1 1)              98.470
3423       (1 0 2 3 2 1 2)              98.470
3424       (1 0 3 1 2 1 2)              98.470
3425       (1 0 2 3 1 2 1)              98.471
3426       (1 0 1 2 1 1 1)              98.471
3427       (1 0 2 3 1 1 1)              98.472
3428       (1 0 3 1 2 1 2)              98.472
3429       (1 0 1 2 1 1 1)              98.473
3430       (1 0 2 3 2 1 2)              98.473
3431       (1 0 2 3 1 1 1)              98.474
3432       (1 0 1 2 1 1 1)              98.474
3433       (1 0 1 2 1 1 1)              98.474
3434       (1 0 1 2 1 1 1)              98.475
3435       (1 0 2 3 2 1 2)              98.475
3436       (1 0 2 3 2 1 2)              98.476
3437       (1 0 2 3 2 1 2)              98.476
3438       (1 0 2 3 2 1 1)              98.473
3439       (1 0 3 1 2 1 2)              98.473
3440       (1 0 2 3 2 1 2)              98.473
3441       (1 0 2 3 2 1 2)              98.474
3442       (1 0 3 1 2 1 1)              98.474
3443       (1 0 2 3 1 2 1)              98.471
3444       (1 0 1 2 2 2 1)              98.471
3445       (1 0 3 1 2 1 2)              98.471
3446       (1 0 1 2 1 1 1)              98.472
3447       (1 0 2 3 2 1 2)              98.472
3448       (1 0 1 2 1 1 1)              98.473
3449       (1 0 2 3 2 1 2)              98.473
3450       (1 0 3 1 2 1 2)              98.474
3451       (1 0 3 1 2 1 2)              98.474
3452       (1 0 2 3 1 2 1)              98.475
3453       (1 0 3 1 2 1 2)              98.471
3454       (1 0 1 2 1 1 1)              98.471
3455       (1 0 2 3 2 1 2)              98.472
3456       (1 0 1 2 1 1 1)              98.472
3457       (1 0 2 3 2 1 2)              98.473
3458       (1 0 3 1 2 1 2)              98.473
3459       (1 0 3 1 2 1 2)              98.474
3460       (1 0 1 2 1 1 1)              98.474
3461       (1 0 2 3 2 1 2)              98.474
3462       (1 0 2 3 2 1 2)              98.475
3463       (1 0 3 1 2 1 2)              98.475
3464       (1 0 3 1 2 1 2)              98.476
3465       (1 0 0 0 0 2 0)              98.476
3466       (1 0 3 1 2 1 1)              98.477
3467       (1 0 3 1 2 1 2)              98.477
3468       (1 0 3 1 2 1 2)              98.478
3469       (1 0 2 3 1 2 1)              98.478
3470       (1 0 3 1 1 1 1)              98.478
3471       (1 0 3 1 2 1 2)              98.479
3472       (1 0 2 3 2 1 2)              98.479
3473       (1 0 2 3 2 1 1)              98.480
3474       (1 0 3 1 2 1 2)              98.480
3475       (1 0 3 1 2 1 2)              98.481
3476       (1 0 1 2 1 1 1)              98.481
3477       (1 0 3 1 2 1 2)              98.481
3478       (1 0 0 0 1 2 0)              98.482
3479       (1 0 3 1 2 1 2)              98.482
3480       (1 0 3 1 2 1 2)              98.483
3481       (1 0 2 3 2 1 2)              98.483
3482       (1 0 3 1 2 1 2)              98.480
3483       (1 0 2 3 2 1 2)              98.480
3484       (1 0 2 3 2 1 2)              98.480
3485       (1 0 3 1 2 1 2)              98.481
3486       (1 0 3 1 2 1 2)              98.481
3487       (1 0 2 3 2 1 2)              98.482
3488       (1 0 3 1 2 1 2)              98.482
3489       (1 0 2 3 2 1 2)              98.483
3490       (1 0 3 1 1 2 1)              98.483
3491       (1 0 3 1 2 1 2)              98.483
3492       (1 0 3 1 2 1 2)              98.484
3493       (1 0 1 2 1 1 1)              98.484
3494       (1 0 1 2 1 1 1)              98.485
3495       (1 0 2 3 2 1 2)              98.485
3496       (1 0 2 3 2 1 2)              98.486
3497       (1 0 2 3 2 1 2)              98.486
3498       (1 0 2 3 2 1 2)              98.487
3499       (1 0 1 2 1 2 1)              98.487
3500       (1 0 1 2 1 1 1)              98.487
3501       (1 0 0 0 1 2 0)              98.488
3502       (1 0 1 2 1 1 1)              98.488
3503       (1 0 1 2 1 1 1)              98.489
3504       (1 0 3 1 2 1 2)              98.489
3505       (1 0 2 3 2 1 2)              98.490
3506       (1 0 2 3 2 1 2)              98.490
3507       (1 0 1 2 1 1 1)              98.490
3508       (1 0 2 3 2 1 2)              98.491
3509       (1 0 2 3 2 1 1)              98.491
3510       (1 0 3 1 2 1 2)              98.492
3511       (1 0 3 1 2 1 2)              98.492
3512       (1 0 2 3 2 1 2)              98.493
3513       (1 0 1 1 0 0 1)              98.485
3514       (1 0 1 2 1 1 1)              98.485
3515       (1 0 2 3 2 1 2)              98.486
3516       (1 0 3 1 2 1 2)              98.486
3517       (1 0 2 3 2 1 2)              98.487
3518       (1 0 3 1 2 1 2)              98.487
3519       (1 0 2 3 2 1 2)              98.487
3520       (1 0 2 3 1 1 1)              98.488
3521       (1 0 2 3 1 1 1)              98.488
3522       (1 0 2 3 1 1 1)              98.489
3523       (1 0 2 3 2 1 2)              98.489
3524       (1 0 1 2 1 1 1)              98.490
3525       (1 0 2 3 2 1 2)              98.490
3526       (1 0 2 3 2 1 2)              98.490
3527       (1 0 3 1 2 1 2)              98.487
3528       (1 0 2 3 2 1 2)              98.487
3529       (1 0 2 3 2 1 2)              98.488
3530       (1 0 2 3 1 2 0)              98.488
3531       (1 0 2 3 2 1 2)              98.489
3532       (1 0 3 1 2 1 2)              98.489
3533       (1 0 1 2 1 2 1)              98.489
3534       (1 0 2 3 2 1 2)              98.490
3536       (1 0 2 3 1 1 1)              98.490
3537       (1 0 0 0 1 2 0)              98.491
3538       (1 0 1 2 1 1 1)              98.491
3539       (1 0 3 1 2 1 2)              98.492
3540       (1 0 3 1 2 1 2)              98.488
3541       (1 0 1 2 1 1 1)              98.488
3542       (1 0 1 2 1 1 1)              98.489
3543       (1 0 2 3 2 1 2)              98.489
3544       (1 0 2 3 2 1 2)              98.490
3545       (1 0 2 3 2 1 2)              98.490
3546       (1 0 2 3 2 1 2)              98.490
3547       (1 0 2 3 2 1 2)              98.491
3548       (1 0 2 3 2 1 2)              98.491
3549       (1 0 1 2 1 1 1)              98.492
3550       (1 0 2 3 2 1 2)              98.492
3551       (1 0 2 3 2 1 2)              98.493
3552       (1 0 2 3 2 1 2)              98.493
3553       (1 0 2 3 2 1 1)              98.493
3554       (1 0 2 3 2 1 2)              98.494
3555       (1 0 2 3 2 1 2)              98.494
3556       (1 0 1 2 1 1 1)              98.495
3557       (1 0 3 1 2 1 2)              98.495
3558       (1 0 2 3 2 1 2)              98.496
3559       (1 0 3 1 1 1 1)              98.496
3560       (1 0 2 3 1 2 1)              98.496
3561       (1 0 2 3 2 1 2)              98.497
3562       (1 0 3 1 2 1 2)              98.497
3563       (1 0 3 1 2 1 2)              98.498
3564       (1 0 2 3 2 1 1)              98.498
3565       (1 0 1 2 1 1 1)              98.499
3566       (1 0 1 2 1 1 1)              98.499
3567       (1 0 1 2 1 1 1)              98.499
3568       (1 0 2 3 1 2 1)              98.500
3569       (1 0 3 1 2 1 2)              98.500
3570       (1 0 3 1 2 1 2)              98.501
3571       (1 0 2 3 2 1 1)              98.501
3572       (1 0 3 1 2 1 2)              98.498
3573       (1 0 2 3 2 1 2)              98.498
3574       (1 0 2 3 2 2 1)              98.498
3575       (1 0 2 3 2 1 2)              98.499
3576       (1 0 2 3 2 1 2)              98.499
3577       (1 0 2 3 2 1 2)              98.500
3578       (1 0 1 2 1 1 1)              98.500
3579       (1 0 1 2 0 0 1)              98.500
3580       (1 0 1 2 1 1 1)              98.501
3581       (1 0 2 3 2 1 1)              98.501
3582       (1 0 1 2 1 1 1)              98.502
3583       (1 0 3 1 2 1 2)              98.502
3584       (1 0 2 3 2 1 2)              98.503
3585       (1 0 3 1 2 1 2)              98.503
3586       (1 0 3 1 1 1 1)              98.495
3587       (1 0 2 3 2 1 2)              98.496
3588       (1 0 2 3 1 2 1)              98.496
3589       (1 0 2 3 2 1 2)              98.497
3590       (1 0 3 1 2 1 2)              98.497
3591       (1 0 2 3 2 1 2)              98.498
3592       (1 0 1 2 1 2 0)              98.498
3593       (1 0 3 1 2 1 2)              98.498
3594       (1 0 2 3 2 1 2)              98.499
3595       (1 0 3 1 2 1 2)              98.499
3596       (1 0 1 2 1 1 1)              98.500
3597       (1 0 2 3 2 1 2)              98.500
3598       (1 0 2 3 2 1 2)              98.500
3599       (1 0 2 3 2 1 2)              98.501
3600       (1 0 2 3 1 2 0)              98.497
3601       (1 0 2 3 2 1 1)              98.498
3602       (1 0 1 2 1 2 1)              98.494
3603       (1 0 2 3 2 1 2)              98.495
3604       (1 0 2 3 2 1 2)              98.495
3605       (1 0 3 1 2 1 2)              98.491
3606       (1 0 1 2 1 1 1)              98.492
3607       (1 0 2 1 2 1 2)              98.480
3608       (1 0 3 1 1 1 1)              98.481
3609       (1 0 1 2 1 2 0)              98.481
3610       (1 0 2 3 2 1 2)              98.482
3611       (1 0 1 2 1 1 1)              98.482
3612       (1 0 2 3 2 1 2)              98.482
3613       (1 0 2 3 2 1 2)              98.483
3614       (1 0 1 2 1 1 1)              98.483
3615       (1 0 2 3 1 1 1)              98.484
3616       (1 0 3 1 2 1 2)              98.484
3617       (1 0 2 3 2 1 2)              98.485
3618       (1 0 2 3 1 1 1)              98.481
3619       (1 0 2 3 2 1 2)              98.481
3620       (1 0 3 1 2 1 2)              98.482
3621       (1 0 2 3 2 1 1)              98.478
3622       (1 0 3 1 2 1 2)              98.479
3623       (1 0 1 2 1 1 1)              98.479
3624       (1 0 2 3 2 1 2)              98.480
3625       (1 0 2 3 2 1 2)              98.480
3626       (1 0 0 3 0 0 0)              98.476
3627       (1 0 3 1 2 1 2)              98.477
3628       (1 0 2 3 2 1 2)              98.477
3629       (1 0 2 3 2 1 2)              98.478
3630       (1 0 1 2 1 1 1)              98.478
3631       (1 0 3 1 2 1 2)              98.479
3632       (1 0 3 1 2 1 2)              98.479
3633       (1 0 1 2 2 2 1)              98.479
3634       (1 0 2 3 2 1 2)              98.480
3635       (1 0 2 3 2 1 2)              98.480
3636       (1 0 1 2 0 0 1)              98.481
3637       (1 0 1 2 1 1 1)              98.481
3638       (1 0 2 3 2 1 2)              98.482
3639       (1 0 2 3 1 2 1)              98.482
3640       (1 0 2 3 1 1 1)              98.482
3641       (1 0 2 3 2 1 2)              98.483
3642       (1 0 2 3 1 1 1)              98.483
3643       (1 0 2 3 2 1 2)              98.484
3644       (1 0 3 1 2 1 2)              98.480
3645       (1 0 2 3 2 1 2)              98.480
3646       (1 0 2 3 2 1 2)              98.481
3647       (1 0 1 2 1 1 1)              98.481
3648       (1 0 2 3 2 1 2)              98.482
3649       (1 0 1 2 1 2 1)              98.478
3650       (1 0 1 2 1 1 1)              98.479
3651       (1 0 2 3 2 1 2)              98.479
3652       (1 0 3 1 2 1 1)              98.479
3653       (1 0 2 3 2 1 2)              98.480
3654       (1 0 3 1 2 1 2)              98.480
3655       (1 0 2 3 2 1 2)              98.481
3656       (1 0 1 2 1 1 1)              98.481
3657       (1 0 3 1 2 1 2)              98.482
3658       (1 0 2 3 1 2 1)              98.482
3659       (1 0 2 3 2 1 2)              98.482
3660       (1 0 2 3 1 2 1)              98.483
3661       (1 0 1 2 1 1 1)              98.483
3662       (1 0 2 3 2 1 2)              98.484
3663       (1 0 2 3 1 2 1)              98.484
3664       (1 0 2 3 1 1 1)              98.484
3665       (1 0 1 2 1 1 1)              98.485
3666       (1 0 2 3 2 1 2)              98.485
3667       (1 0 3 1 1 2 0)              98.478
3668       (1 0 2 3 1 2 1)              98.478
3669       (1 0 2 3 2 1 2)              98.479
3670       (1 0 2 3 2 1 2)              98.479
3671       (1 0 1 2 1 1 1)              98.480
3672       (1 0 3 1 2 1 2)              98.480
3673       (1 0 2 3 1 1 1)              98.477
3674       (1 0 3 1 2 1 2)              98.477
3675       (1 0 2 3 1 1 1)              98.477
3676       (1 0 2 3 2 1 2)              98.478
3677       (1 0 3 1 2 1 2)              98.478
3678       (1 0 2 3 2 1 2)              98.479
3679       (1 0 1 2 1 1 1)              98.479
3680       (1 0 2 3 2 1 2)              98.479
3681       (1 0 1 2 1 1 1)              98.480
3682       (1 0 3 1 2 1 2)              98.480
3683       (1 0 1 2 1 1 1)              98.481
3684       (1 0 3 1 2 1 2)              98.481
3685       (1 0 0 0 1 2 0)              98.481
3686       (1 0 2 3 2 1 2)              98.482
3687       (1 0 1 2 1 1 1)              98.482
3688       (1 0 1 2 1 1 1)              98.483
3689       (1 0 1 2 1 1 1)              98.483
3690       (1 0 3 1 2 1 2)              98.484
3691       (1 0 1 2 1 1 1)              98.484
3692       (1 0 2 3 2 1 2)              98.484
3693       (1 0 3 1 2 1 1)              98.485
3694       (1 0 3 1 2 1 2)              98.485
3695       (1 0 2 3 2 1 2)              98.486
3696       (1 0 2 3 2 1 1)              98.482
3697       (1 0 2 3 2 1 1)              98.483
3698       (1 0 2 3 2 1 2)              98.483
3699       (1 0 2 3 2 1 2)              98.483
3700       (1 0 1 2 0 0 1)              98.484
3701       (1 0 3 1 2 1 2)              98.484
3702       (1 0 1 2 1 1 1)              98.485
3703       (1 0 2 3 2 1 2)              98.485
3704       (1 0 3 1 2 1 2)              98.482
3705       (1 0 2 3 2 1 2)              98.482
3706       (1 0 1 2 1 1 1)              98.482
3707       (1 0 3 1 1 1 1)              98.483
3708       (1 0 2 3 1 1 1)              98.483
3709       (1 0 2 3 1 2 1)              98.480
3710       (1 0 1 2 1 1 1)              98.480
3711       (1 0 2 3 2 1 2)              98.481
3712       (1 0 1 2 1 1 1)              98.481
3713       (1 0 2 3 2 1 2)              98.481
3714       (1 0 2 3 2 1 2)              98.482
3715       (1 0 2 3 2 1 2)              98.482
3716       (1 0 2 3 2 1 2)              98.483
3717       (1 0 2 3 2 1 2)              98.483
3718       (1 0 2 3 2 1 2)              98.483
3719       (1 0 3 1 2 1 2)              98.484
3720       (1 0 2 3 1 2 1)              98.484
3721       (1 0 2 3 1 1 1)              98.485
3722       (1 0 2 3 1 2 1)              98.485
3723       (1 0 3 1 2 1 2)              98.485
3724       (1 0 1 2 1 1 1)              98.486
3725       (1 0 0 0 1 2 0)              98.486
3726       (1 0 2 3 2 1 2)              98.487
3727       (1 0 2 3 2 1 2)              98.487
3728       (1 0 1 2 2 2 1)              98.488
3729       (1 0 2 3 2 1 2)              98.488
3730       (1 0 1 2 1 1 1)              98.488
3731       (1 0 1 2 1 2 1)              98.485
3732       (1 0 2 1 2 1 1)              98.478
3733       (1 0 3 1 2 1 2)              98.474
3734       (1 0 3 1 2 1 2)              98.475
3735       (1 0 2 3 1 1 1)              98.475
3736       (1 0 2 3 2 1 2)              98.475
3737       (1 0 3 1 2 1 2)              98.476
3738       (1 0 3 1 2 1 2)              98.476
3739       (1 0 2 3 2 1 2)              98.477
3740       (1 0 2 3 1 2 1)              98.477
3741       (1 0 1 2 1 1 1)              98.477
3742       (1 0 2 3 2 1 2)              98.478
3743       (1 0 3 1 1 1 1)              98.478
3744       (1 0 2 3 2 1 2)              98.479
3745       (1 0 1 2 1 1 1)              98.479
3746       (1 0 2 3 1 2 1)              98.480
3747       (1 0 3 0 0 0 0)              98.468
3748       (1 0 3 1 2 1 2)              98.469
3749       (1 0 3 1 2 1 2)              98.469
3750       (1 0 2 3 2 1 2)              98.470
3751       (1 0 2 3 2 1 2)              98.470
3752       (1 0 3 1 2 1 2)              98.470
3753       (1 0 3 1 2 1 2)              98.471
3754       (1 0 1 2 2 2 1)              98.471
3755       (1 0 2 3 2 1 2)              98.472
3756       (1 0 2 3 1 2 1)              98.472
3757       (1 0 3 1 2 1 2)              98.473
3758       (1 0 2 3 2 1 2)              98.473
3759       (1 0 2 3 2 1 2)              98.473
3760       (1 0 3 1 2 1 2)              98.474
3761       (1 0 2 3 1 2 0)              98.470
